employee_id,first_name,last_name,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,overtime
00-22009789,Zoya,Rama,Female,Maharashtra,Pune,Bachelor,9/24/1971,5/28/2017,,IT,IT Support Specialist,355648,Good,Yes
00-93033107,Samar,Sangha,Female,Madhya Pradesh,Bhopal,Bachelor,4/6/1971,2/20/2018,,IT,Software Developer,494088,Good,Yes
00-18022882,Anay,Sagar,Male,Gujarat,Vadodara,Bachelor,9/13/1982,7/1/2018,,Operations,Inventory Specialist,439483,Good,No
00-81988124,Ritvik,Dayal,Male,Maharashtra,Pune,Master,12/7/1969,11/27/2023,,Sales,Sales Specialist,283475,Good,No
00-41229060,Yuvaan,Hari,Female,Maharashtra,Nagpur,Bachelor,9/25/1975,9/26/2018,,Customer Service,Support Specialist,247797,Good,No
00-96522918,Keya,Sathe,Male,Gujarat,Vadodara,Bachelor,6/13/1971,12/29/2022,,Customer Service,Support Specialist,495755,Good,No
00-35899364,Kanav,Garg,Female,Maharashtra,Mumbai,Bachelor,12/16/1979,9/22/2015,,Marketing,Marketing Coordinator,442993,Satisfactory,No
00-28083446,Madhup,Sankar,Male,Maharashtra,Nagpur,High School,3/19/2004,7/14/2017,,Customer Service,Support Specialist,394076,Good,No
00-68720256,Vardaniya,Khanna,Female,Maharashtra,Pune,PhD,4/19/1981,11/26/2020,,Sales,Sales Specialist,624265,Satisfactory,Yes
00-75779034,Oorja,Gola,Female,Maharashtra,Mumbai,Bachelor,3/24/1989,7/4/2017,,Operations,Logistics Coordinator,334498,Excellent,No
00-56662763,Jayan,Trivedi,Female,Madhya Pradesh,Indore,High School,12/12/2003,8/28/2018,,Operations,Inventory Specialist,265527,Good,Yes
00-90353461,Ivana,Chana,Female,Maharashtra,Mumbai,Bachelor,10/19/1983,4/17/2024,,Customer Service,Customer Service Representative,278309,Satisfactory,No
00-19244458,Anaya,Bhatt,Female,Maharashtra,Nagpur,High School,1/28/1985,9/27/2020,,Customer Service,Help Desk Technician,498751,Needs Improvement,No
00-45346140,Samaira,Swamy,Female,Madhya Pradesh,Bhopal,Bachelor,8/30/2000,7/23/2020,,Customer Service,Customer Service Representative,274848,Good,No
00-95634408,Jivin,Sangha,Male,Maharashtra,Nagpur,Bachelor,6/4/2000,11/24/2020,,Marketing,Marketing Manager,1272281,Good,Yes
00-12512536,Neysa,Basu,Male,Maharashtra,Nagpur,Bachelor,3/9/1974,3/22/2021,,Sales,Sales Consultant,973920,Needs Improvement,No
00-93241474,Mamooty,Sharma,Female,Maharashtra,Pune,PhD,10/9/1990,11/14/2017,,Sales,Sales Consultant,472645,Satisfactory,No
00-98354109,Aaina,Subramaniam,Male,Maharashtra,Mumbai,Master,8/14/2003,11/19/2024,,IT,Software Developer,506917,Needs Improvement,No
00-80339453,Umang,De,Male,Maharashtra,Nagpur,Bachelor,7/8/1981,8/2/2022,,IT,System Administrator,879074,Good,No
00-92280734,Anahi,Varghese,Male,Madhya Pradesh,Indore,Bachelor,10/28/1962,2/12/2017,,IT,IT Support Specialist,451678,Good,No
00-53221337,Baiju,Verma,Female,Maharashtra,Pune,Bachelor,5/30/1989,8/19/2016,,Operations,Logistics Coordinator,313747,Good,No
00-18949617,Kavya,Rao,Male,Maharashtra,Pune,Bachelor,5/9/1983,1/26/2015,,Marketing,Content Creator,510232,Satisfactory,No
00-14197492,Kartik,Krishna,Female,Maharashtra,Nagpur,Bachelor,10/28/1984,2/13/2017,,Customer Service,Customer Service Manager,872188,Satisfactory,No
00-23254482,Pihu,Halder,Male,Maharashtra,Pune,High School,5/1/1995,7/12/2015,,Operations,Inventory Specialist,341654,Satisfactory,No
00-62156850,Zain,Bala,Female,Madhya Pradesh,Bhopal,Bachelor,2/22/1982,11/13/2022,,IT,Software Developer,728954,Satisfactory,Yes
00-89228847,Indrajit,Biswas,Male,Maharashtra,Pune,Bachelor,4/11/1991,12/28/2017,,Marketing,Marketing Coordinator,501770,Satisfactory,No
00-91329718,Shlok,Jayaraman,Male,Bihar,Bhagalpur,Bachelor,6/14/2001,12/26/2022,,Operations,Logistics Coordinator,422807,Satisfactory,No
00-98013189,Amira,Bora,Male,Madhya Pradesh,Indore,Bachelor,4/13/1996,4/25/2020,,Sales,Sales Representative,238567,Good,No
00-95753950,Saanvi,Chana,Female,Maharashtra,Pune,High School,8/26/1978,10/11/2016,,IT,IT Support Specialist,347459,Good,Yes
00-65828293,Aradhya,Ganesan,Female,Maharashtra,Nagpur,High School,9/21/1998,8/18/2023,,Operations,Inventory Specialist,275355,Excellent,Yes
00-92803389,Jayesh,Dugar,Male,Uttar Pradesh,Kanpur,Bachelor,1/7/2000,8/19/2017,,Sales,Sales Representative,376665,Satisfactory,No
00-19447334,Aarush,Kara,Male,Maharashtra,Nagpur,Bachelor,3/6/1986,4/10/2023,,Sales,Sales Consultant,868618,Needs Improvement,No
00-79724133,Tara,Soman,Female,Maharashtra,Mumbai,Bachelor,3/16/1980,3/2/2016,,Customer Service,Help Desk Technician,332262,Good,Yes
00-81358338,Tarini,Buch,Female,Rajasthan,Jodhpur,Bachelor,6/6/1981,6/28/2018,,Operations,Inventory Specialist,352134,Satisfactory,No
00-98164473,Tarini,Sridhar,Female,Karnataka,Mangaluru,High School,12/16/1973,2/2/2017,,Customer Service,Help Desk Technician,414991,Good,Yes
00-84950330,Mannat,Kalla,Female,Maharashtra,Nagpur,High School,10/15/1971,8/19/2022,,Operations,Inventory Specialist,253254,Needs Improvement,No
00-24161873,Yuvaan,Kala,Female,Uttar Pradesh,Lucknow,Bachelor,7/20/1993,12/18/2022,,IT,IT Support Specialist,371822,Satisfactory,No
00-71568435,Veer,Agate,Female,Uttar Pradesh,Lucknow,Bachelor,5/2/1989,1/14/2022,,Operations,Operations Analyst,689670,Satisfactory,No
00-32388767,Krish,Setty,Female,Maharashtra,Nagpur,High School,2/11/2001,5/16/2023,,Customer Service,Customer Service Representative,402274,Excellent,Yes
00-77738718,Abram,Walla,Male,Madhya Pradesh,Indore,Bachelor,11/2/1997,4/28/2018,,IT,Software Developer,925352,Satisfactory,No
00-90519326,Eva,Chandran,Male,Maharashtra,Mumbai,High School,1/26/2000,1/7/2019,,Operations,Inventory Specialist,347779,Good,Yes
00-83830667,Aarush,Rattan,Female,Maharashtra,Mumbai,High School,2/18/1998,9/24/2024,,Marketing,SEO Specialist,440334,Excellent,Yes
00-59891348,Mamooty,Saran,Male,Maharashtra,Nagpur,Bachelor,5/19/1988,11/16/2019,,IT,IT Support Specialist,398986,Good,No
00-53412847,Sahil,Bhattacharyya,Male,Madhya Pradesh,Indore,Bachelor,1/28/1982,2/7/2021,,Finance,Accountant,374800,Good,No
00-38712948,Damini,Raja,Male,Maharashtra,Nagpur,Bachelor,12/3/1980,4/22/2018,,Finance,Accounts Payable Specialist,480004,Good,No
00-44103265,Chirag,Tata,Female,Madhya Pradesh,Gwalior,Bachelor,8/26/1978,1/17/2018,,Customer Service,Support Specialist,389800,Good,No
00-63296593,Riaan,Kari,Male,Uttar Pradesh,Lucknow,Master,7/25/1982,9/22/2015,,Operations,Operations Analyst,437326,Good,No
00-89961933,Kimaya,Lala,Male,Maharashtra,Pune,High School,6/22/1991,5/3/2015,,Customer Service,Customer Service Representative,363618,Good,No
00-10881653,Piya,Bhavsar,Female,Maharashtra,Mumbai,Bachelor,7/1/2004,5/5/2018,,Customer Service,Support Specialist,308088,Satisfactory,No
00-52265790,Ayesha,Gola,Female,Gujarat,Vadodara,Master,9/19/1973,10/1/2015,,Operations,Operations Analyst,539264,Good,No
00-47038339,Ivan,Tak,Male,Madhya Pradesh,Gwalior,Bachelor,9/3/1991,5/27/2024,,Sales,Sales Specialist,450456,Good,Yes
00-86593789,Manikya,Choudhury,Female,Maharashtra,Pune,Bachelor,5/11/1982,9/22/2024,,Customer Service,Support Specialist,362426,Good,Yes
00-15064880,Hansh,Cherian,Female,Maharashtra,Nagpur,Bachelor,3/31/1981,9/25/2019,,Sales,Sales Specialist,327404,Good,Yes
00-45566111,Khushi,Krishnan,Male,Tamil Nadu,Chennai,Bachelor,8/11/1975,3/3/2018,,Marketing,Marketing Coordinator,575875,Good,No
00-41271945,Tejas,Sawhney,Male,Maharashtra,Pune,Master,12/19/1979,8/25/2017,,HR,HR Coordinator,518418,Good,Yes
00-86569490,Armaan,Guha,Male,Maharashtra,Nagpur,Master,12/6/1993,11/16/2019,,Operations,Operations Analyst,512897,Satisfactory,Yes
00-20361818,Onkar,Solanki,Female,Gujarat,Surat,Bachelor,4/12/1961,7/14/2022,,Operations,Logistics Coordinator,480454,Good,No
00-75535348,Badal,Rajan,Female,Maharashtra,Mumbai,Bachelor,12/21/1972,12/29/2023,,Sales,Sales Specialist,377485,Good,No
00-87340611,Nitara,Bhagat,Male,Tamil Nadu,Chennai,Bachelor,10/6/2001,8/26/2023,,Sales,Sales Representative,415851,Satisfactory,No
00-96201956,Akarsh,Bajwa,Female,Rajasthan,Jaipur,Master,1/9/2002,9/9/2018,,Sales,Sales Specialist,365996,Good,No
00-87347488,Zeeshan,Kapadia,Male,Maharashtra,Pune,Bachelor,5/16/1994,5/19/2018,,Finance,Accounts Payable Specialist,570680,Satisfactory,No
00-54881018,Ira,Date,Male,Maharashtra,Nagpur,Bachelor,10/19/1993,6/22/2018,,Sales,Sales Representative,238163,Good,No
00-26178675,Indrans,Chauhan,Female,Maharashtra,Mumbai,Bachelor,6/19/1991,9/11/2023,,Operations,Logistics Coordinator,500628,Good,No
00-97614538,Mohanlal,Agrawal,Male,Uttar Pradesh,Kanpur,Bachelor,8/23/1985,4/20/2023,,IT,System Administrator,876845,Satisfactory,No
00-94851591,Nitara,Bedi,Female,Gujarat,Vadodara,High School,9/21/1960,8/30/2018,,Customer Service,Help Desk Technician,326101,Good,No
00-15527388,Purab,Rastogi,Male,Tamil Nadu,Madurai,Master,10/5/1996,8/9/2018,,Finance,Finance Manager,986515,Good,No
00-53866598,Hiran,Kadakia,Male,Rajasthan,Jaipur,PhD,11/10/1976,10/30/2020,,Sales,Sales Specialist,483662,Good,Yes
00-16780654,Ehsaan,Kumer,Male,Maharashtra,Pune,Master,7/10/2000,9/19/2022,,Sales,Sales Specialist,474722,Good,No
00-89877290,Fateh,Dhaliwal,Male,Maharashtra,Nagpur,Bachelor,10/19/1990,2/11/2020,,Sales,Sales Representative,503788,Satisfactory,No
00-67973424,Emir,Kothari,Female,Maharashtra,Mumbai,Bachelor,5/21/1972,3/14/2017,,Marketing,Marketing Coordinator,566600,Satisfactory,Yes
00-27742113,Krish,Sood,Male,Madhya Pradesh,Gwalior,High School,10/29/1998,4/6/2018,,Customer Service,Customer Service Representative,350014,Satisfactory,Yes
00-16618423,Elakshi,Chaudhuri,Male,Bihar,Bhagalpur,High School,7/12/1987,5/10/2020,,Customer Service,Customer Service Representative,255926,Good,Yes
00-63489393,Yuvraj ,Divan,Female,Maharashtra,Nagpur,High School,12/11/1974,2/28/2020,,Operations,Inventory Specialist,311267,Needs Improvement,No
00-28102047,Ira,Kothari,Female,Maharashtra,Nagpur,Bachelor,12/21/1994,11/28/2019,,IT,System Administrator,797686,Good,No
00-63058791,Prisha,Khosla,Female,Maharashtra,Mumbai,High School,7/5/1966,5/1/2022,,Customer Service,Customer Service Representative,340588,Good,No
00-92677695,Aarav,Ahuja,Male,Maharashtra,Mumbai,PhD,12/18/1970,9/2/2024,,Sales,Sales Consultant,709552,Good,No
00-42522981,Faiyaz,Tiwari,Female,Maharashtra,Nagpur,Bachelor,1/18/1998,7/28/2016,,IT,Software Developer,1019590,Satisfactory,No
00-87311859,Bhamini,Borde,Female,Maharashtra,Pune,Master,12/28/1983,12/12/2016,,Sales,Sales Specialist,577111,Needs Improvement,No
00-66846657,Vanya,Kumer,Male,Maharashtra,Nagpur,Bachelor,2/9/2004,1/28/2018,,Operations,Inventory Specialist,330042,Excellent,No
00-56241350,Samaira,Bedi,Male,Madhya Pradesh,Gwalior,Bachelor,2/3/2000,11/26/2020,,Marketing,SEO Specialist,426984,Good,Yes
00-50912093,Nayantara,D’Alia,Female,Maharashtra,Nagpur,Bachelor,3/2/1979,6/16/2017,,IT,IT Support Specialist,255787,Good,No
00-69352435,Ritvik,Deo,Female,Maharashtra,Pune,Bachelor,9/27/1975,6/18/2021,,Operations,Logistics Coordinator,515990,Good,No
00-41338443,Divyansh,Talwar,Female,Maharashtra,Nagpur,Bachelor,11/9/1995,3/5/2017,,IT,System Administrator,808121,Satisfactory,No
00-21517819,Arnav,Varkey,Female,Bihar,Gaya,High School,5/19/1960,4/16/2016,,Marketing,Content Creator,471588,Good,No
00-93349536,Zaina,Sandhu,Male,Maharashtra,Mumbai,Bachelor,11/13/1991,4/24/2024,,Operations,Operations Manager,1053179,Good,Yes
00-56073103,Seher,Bhardwaj,Female,Maharashtra,Pune,PhD,12/12/1965,2/4/2022,,Sales,Sales Specialist,808819,Good,Yes
00-70406241,Tara,Walia,Male,Rajasthan,Udaipur,Bachelor,9/12/1977,1/17/2019,,Marketing,Content Creator,444802,Good,No
00-82209870,Hiran,Saini,Male,Madhya Pradesh,Bhopal,Bachelor,11/19/1976,8/24/2017,,Operations,Logistics Coordinator,341189,Needs Improvement,Yes
00-44716489,Shalv,Gola,Female,Gujarat,Ahmedabad,Master,3/16/1966,11/22/2020,,Operations,Operations Analyst,772791,Good,No
00-28971329,Misha,Desai,Female,Maharashtra,Mumbai,High School,11/22/2000,11/16/2022,,IT,IT Support Specialist,276467,Needs Improvement,No
00-60547291,Divij,Grewal,Female,Maharashtra,Nagpur,Bachelor,7/15/1975,10/24/2020,,Sales,Sales Specialist,620258,Excellent,Yes
00-15836056,Jivin,Bhandari,Female,Maharashtra,Mumbai,Bachelor,2/27/1995,5/26/2017,,Operations,Logistics Coordinator,456938,Good,No
00-36936968,Amani,Deshpande,Male,Maharashtra,Nagpur,PhD,7/20/1984,11/1/2023,,Finance,Financial Analyst,798336,Excellent,No
00-17124981,Prisha,Varghese,Male,Maharashtra,Mumbai,High School,12/30/1988,6/24/2019,,Customer Service,Customer Service Representative,275874,Satisfactory,No
00-62163068,Aaina,Sachar,Male,Maharashtra,Nagpur,High School,12/18/1975,11/19/2022,,Customer Service,Help Desk Technician,438302,Needs Improvement,No
00-98597172,Ivan,Bhalla,Male,Gujarat,Surat,High School,7/5/1985,2/18/2018,,IT,IT Support Specialist,299443,Good,Yes
00-49258091,Samaira,Balan,Female,Madhya Pradesh,Indore,High School,6/9/1978,12/24/2023,,Customer Service,Support Specialist,382280,Good,Yes
00-41026926,Indranil,Ben,Male,Maharashtra,Nagpur,Master,9/21/1959,5/31/2024,,Sales,Sales Manager,1165564,Excellent,Yes
00-23368583,Kiara,Khurana,Male,Uttar Pradesh,Lucknow,Bachelor,4/2/1987,10/20/2023,,Operations,Inventory Specialist,432274,Satisfactory,Yes
00-90142265,Parinaaz,Kanda,Female,Bihar,Patna,Bachelor,6/12/1992,3/7/2020,,Operations,Inventory Specialist,323524,Good,No
00-77196215,Vaibhav,Sood,Female,Maharashtra,Mumbai,Bachelor,5/6/1992,5/10/2024,,Marketing,Content Creator,474821,Good,No
00-12884132,Aniruddh,Venkataraman,Female,Maharashtra,Mumbai,Bachelor,5/1/1990,9/7/2015,,Sales,Sales Consultant,331076,Excellent,No
00-54770958,Samiha,Walla,Female,Maharashtra,Nagpur,Bachelor,6/15/1962,2/17/2019,,Customer Service,Help Desk Technician,354996,Excellent,No
00-12465878,Aradhya,Bhalla,Female,Maharashtra,Nagpur,Bachelor,4/16/1997,11/20/2018,,Sales,Sales Representative,447628,Needs Improvement,No
00-93917080,Advika,Bajaj,Female,Maharashtra,Pune,Master,10/4/1966,1/24/2018,,IT,Software Developer,813351,Excellent,No
00-18322800,Neysa,Dugar,Male,Gujarat,Ahmedabad,Bachelor,7/10/1986,1/5/2021,,Operations,Logistics Coordinator,460712,Satisfactory,No
00-13954845,Parinaaz,Lala,Male,Maharashtra,Mumbai,Bachelor,4/26/1986,10/7/2024,,Customer Service,Help Desk Technician,534537,Needs Improvement,No
00-30361927,Kashvi,Sengupta,Female,Rajasthan,Udaipur,Bachelor,4/12/1984,7/25/2018,,Marketing,Marketing Coordinator,517596,Good,Yes
00-28422816,Oorja,Vohra,Female,Rajasthan,Udaipur,Bachelor,3/12/1982,5/3/2016,,Sales,Sales Specialist,381656,Good,No
00-92201431,Elakshi,Sankaran,Male,Maharashtra,Pune,High School,3/1/1989,9/13/2023,,Marketing,SEO Specialist,455527,Needs Improvement,No
00-66013532,Divit,Kalita,Male,Madhya Pradesh,Bhopal,Master,10/17/1992,8/29/2017,,IT,System Administrator,644415,Satisfactory,No
00-51927304,Nishith,Khosla,Male,Maharashtra,Mumbai,Bachelor,4/6/1974,5/6/2023,,IT,Software Developer,1102907,Satisfactory,No
00-82777382,Parinaaz,Rege,Male,Maharashtra,Mumbai,High School,11/6/1996,5/21/2017,,Customer Service,Customer Service Representative,240460,Good,No
00-87984620,Ivana,Walla,Male,Maharashtra,Nagpur,High School,9/19/2002,12/26/2020,,Operations,Inventory Specialist,298154,Good,No
00-28536762,Baiju,Ahluwalia,Female,Maharashtra,Pune,Master,9/16/1999,8/23/2018,,Operations,Operations Analyst,690212,Satisfactory,Yes
00-28153282,Indranil,Krishnan,Male,Maharashtra,Nagpur,Master,9/9/1987,11/5/2019,,IT,System Administrator,720611,Satisfactory,No
00-85812116,Bhamini,Virk,Female,Maharashtra,Mumbai,Bachelor,1/6/1979,3/1/2024,,Operations,Logistics Coordinator,377723,Good,No
00-84804948,Suhana,Korpal,Male,Maharashtra,Nagpur,High School,5/12/1976,4/27/2020,,IT,IT Support Specialist,323386,Good,Yes
00-34714210,Shalv,Dewan,Male,Maharashtra,Nagpur,High School,12/13/1972,1/19/2018,,Customer Service,Help Desk Technician,461788,Excellent,No
00-13957187,Mamooty,Maharaj,Male,Karnataka,Mysuru,Bachelor,8/1/1976,8/23/2022,,Sales,Sales Representative,559089,Good,No
00-50714693,Yuvaan,Taneja,Male,Maharashtra,Nagpur,High School,9/22/1985,3/27/2019,,Operations,Inventory Specialist,308483,Good,No
00-46748299,Amira,Kapadia,Female,Maharashtra,Mumbai,Bachelor,10/10/1967,10/19/2017,,Customer Service,Support Specialist,400767,Satisfactory,Yes
00-27655789,Alia,Basu,Female,Maharashtra,Pune,Master,6/21/1985,11/8/2017,,Sales,Sales Consultant,899417,Good,Yes
00-45817693,Alia,Dugar,Male,Maharashtra,Mumbai,High School,1/15/1987,2/13/2021,,IT,IT Support Specialist,282239,Satisfactory,Yes
00-90042177,Charvi,Sharma,Female,Maharashtra,Nagpur,Bachelor,7/25/1990,8/26/2017,,Operations,Logistics Coordinator,429425,Satisfactory,No
00-58219240,Ehsaan,Jaggi,Male,Maharashtra,Nagpur,Bachelor,4/8/1982,5/30/2016,,Customer Service,Support Specialist,388771,Good,Yes
00-77420864,Ivana,Maharaj,Female,Maharashtra,Nagpur,Bachelor,6/7/1989,1/1/2023,,Sales,Sales Specialist,589949,Excellent,No
00-97183615,Divij,Sule,Male,Maharashtra,Pune,Master,3/31/1985,8/8/2018,,Operations,Operations Analyst,390434,Needs Improvement,No
00-73598657,Miraya,Ray,Female,Maharashtra,Nagpur,High School,4/12/1965,4/21/2017,,Operations,Inventory Specialist,284080,Good,Yes
00-14325777,Diya,Mand,Male,Madhya Pradesh,Gwalior,High School,11/12/1991,3/17/2019,,IT,IT Support Specialist,398870,Satisfactory,No
00-65437830,Oorja,Kari,Male,Bihar,Gaya,Bachelor,12/4/1991,12/12/2017,,Operations,Logistics Coordinator,388174,Good,No
00-37455861,Tejas,Tella,Male,Uttar Pradesh,Varanasi,PhD,1/26/1981,1/20/2016,,Finance,Financial Analyst,902260,Good,No
00-92820305,Mamooty,Uppal,Female,Maharashtra,Nagpur,Bachelor,2/23/1978,6/15/2019,,IT,IT Support Specialist,330064,Good,No
00-71410640,Jhanvi,Sinha,Male,Uttar Pradesh,Lucknow,Bachelor,6/9/1962,8/14/2023,,Marketing,Marketing Coordinator,730124,Good,No
00-15613827,Anika,Sehgal,Male,Maharashtra,Mumbai,Bachelor,9/18/1977,8/28/2021,,Operations,Inventory Specialist,365520,Good,No
00-51996390,Saanvi,Kara,Female,Madhya Pradesh,Bhopal,Bachelor,9/11/1973,2/11/2019,,Operations,Logistics Coordinator,355467,Good,Yes
00-89699265,Tara,Sahni,Female,Maharashtra,Mumbai,Bachelor,2/5/1991,3/21/2020,,Customer Service,Customer Service Representative,350908,Good,No
00-15168989,Shlok,Goel,Male,Maharashtra,Pune,Bachelor,4/11/1974,10/29/2020,,Sales,Sales Representative,528556,Satisfactory,No
00-15692967,Yasmin,Dhingra,Female,Maharashtra,Pune,Master,8/18/2002,7/19/2023,,IT,Software Developer,629991,Good,No
00-82191574,Umang,Sarna,Female,Maharashtra,Mumbai,High School,8/8/1995,2/8/2019,,IT,IT Support Specialist,288909,Good,No
00-84853354,Ivan,Koshy,Male,Maharashtra,Pune,Bachelor,10/23/1973,2/21/2018,,Operations,Operations Analyst,692743,Good,Yes
00-35481281,Saanvi,Sharaf,Male,Maharashtra,Nagpur,Bachelor,3/10/1976,9/20/2017,,Marketing,Marketing Coordinator,543596,Satisfactory,No
00-48374806,Emir,Datta,Male,Maharashtra,Pune,Bachelor,9/17/1974,8/11/2019,,Operations,Operations Analyst,615872,Good,No
00-92293489,Kanav,Bhasin,Male,Maharashtra,Nagpur,High School,11/14/1985,12/5/2024,,Customer Service,Support Specialist,386192,Satisfactory,Yes
00-29091078,Vihaan,Chokshi,Female,Rajasthan,Jaipur,Bachelor,2/19/1992,6/16/2019,,Customer Service,Customer Service Representative,392000,Good,No
00-22138759,Vardaniya,Chandran,Male,Maharashtra,Nagpur,Master,6/2/1972,9/18/2022,,Finance,Financial Analyst,637130,Excellent,No
00-88577462,Emir,Shukla,Female,Maharashtra,Nagpur,High School,7/10/1987,5/31/2024,,Operations,Inventory Specialist,410472,Good,No
00-28160554,Myra,Toor,Female,Uttar Pradesh,Lucknow,Bachelor,7/11/1971,9/2/2019,,Customer Service,Customer Service Representative,427838,Good,No
00-13343647,Gatik,Som,Male,Maharashtra,Mumbai,Bachelor,5/9/1968,11/21/2017,,Customer Service,Support Specialist,364998,Good,Yes
00-37102854,Amira,Sahni,Male,Maharashtra,Pune,High School,10/9/1999,8/3/2023,,Customer Service,Help Desk Technician,304652,Satisfactory,No
00-53496580,Dishani,Bhavsar,Male,Maharashtra,Mumbai,Bachelor,3/23/1980,12/17/2022,,Marketing,Marketing Coordinator,747172,Good,No
00-32010905,Aarush,Lanka,Male,Maharashtra,Pune,Bachelor,6/17/1982,9/25/2022,,IT,Software Developer,1008352,Good,Yes
00-25322958,Ishita,Kalita,Female,Maharashtra,Mumbai,Master,4/10/1994,11/2/2022,,Finance,Financial Analyst,604353,Excellent,No
00-21449650,Anya,Kumar,Male,Karnataka,Bengaluru,Master,7/4/1985,10/12/2020,,IT,Software Developer,698172,Good,Yes
00-78674708,Jayesh,Saraf,Male,Gujarat,Ahmedabad,Bachelor,4/12/1961,7/30/2021,,Sales,Sales Representative,329925,Needs Improvement,No
00-83866174,Sana,Tandon,Female,Maharashtra,Nagpur,Bachelor,11/6/1978,2/16/2018,,Sales,Sales Representative,482086,Satisfactory,Yes
00-85898994,Vidur,Saha,Female,Maharashtra,Nagpur,Bachelor,8/23/1988,8/7/2023,,Customer Service,Support Specialist,414907,Satisfactory,Yes
00-29408873,Samarth,Krishnan,Male,Maharashtra,Pune,PhD,7/2/1966,11/17/2017,,Sales,Sales Specialist,699306,Good,No
00-66315301,Aaina,Ramanathan,Male,Uttar Pradesh,Lucknow,High School,1/25/1986,11/30/2018,,Customer Service,Support Specialist,306579,Good,No
00-69895766,Tarini,Dash,Female,Maharashtra,Mumbai,Bachelor,5/6/1978,4/10/2017,,Operations,Logistics Coordinator,378186,Satisfactory,No
00-27659164,Shlok,Din,Male,Maharashtra,Pune,Bachelor,1/9/1991,6/14/2024,,Operations,Logistics Coordinator,426013,Good,Yes
00-43971980,Himmat,Biswas,Female,Maharashtra,Nagpur,Bachelor,12/22/1967,5/31/2015,,Marketing,Content Creator,389712,Good,Yes
